timestep,group,average_knowledge,knowledge_std,weakest_category_avg,strongest_category_avg,knowledge_variance_avg,cumulative_correct,cumulative_incorrect,accuracy,category_0_knowledge,category_0_exposure,category_1_knowledge,category_1_exposure,category_2_knowledge,category_2_exposure,category_3_knowledge,category_3_exposure,category_4_knowledge,category_4_exposure,category_5_knowledge,category_5_exposure
9550,ucb,0.5402979899204502,0.1607317072697621,0.36620549976772376,0.7677417060072339,0.0226999772582205,531422,423578,0.5564628272251309,0.5354891022345101,159315,0.5259132997147666,158161,0.5368372295088801,158353,0.5155554984805948,157772,0.5674011748057591,161823,0.5605916347781907,159576
9560,ucb,0.5407279083043384,0.16306250298781305,0.36457256192145965,0.7721528257486142,0.023138079643028296,532013,423987,0.5564989539748953,0.5265224292448633,159438,0.5290466397130755,158330,0.5547352327500434,158572,0.5234164593940226,157997,0.568804410412512,161985,0.5418422783115132,159678
9570,ucb,0.5400902520495875,0.15796984302224787,0.3641036490275225,0.7554978609537334,0.02117444492512774,532551,424449,0.5564796238244514,0.5176629291265443,159596,0.5406828408887264,158528,0.5537106245491773,158723,0.5411094320573527,158252,0.5558725945390274,162114,0.5315030911366965,159787
9580,ucb,0.5397473598408203,0.16027174406350708,0.3596515550025263,0.7657136244458986,0.02202983160081135,533127,424873,0.5565,0.5283258388103691,159773,0.5456365403615815,158733,0.5475006841869159,158868,0.5550911363723814,158479,0.5434704567814783,162238,0.518459502532196,159909
9590,ucb,0.5402581410476313,0.16126300912639957,0.3656584182074774,0.7684472183451551,0.02248634560684752,533709,425291,0.556526590198123,0.5317390366281198,159947,0.5495984479436911,158934,0.53910021750468,158993,0.5582556617836107,158681,0.5393444520107527,162360,0.5235110304149326,160085
9600,ucb,0.541205850868444,0.1614858824016818,0.36634122204077846,0.7658477212106597,0.022365206981522973,534295,425705,0.5565572916666667,0.5415805224871327,160124,0.5556498152270088,159136,0.5241416236585635,159091,0.562705346222579,158880,0.5358296484736667,162511,0.5273281491417128,160258
9610,ucb,0.5425089952362714,0.15707072855566356,0.3639025755753291,0.7551869471089716,0.0210690440750506,534856,426144,0.5565619146722165,0.5328301872962637,160250,0.5567224162506957,159313,0.5202110799770222,159242,0.5647010185362074,159060,0.5421114974331142,162682,0.5384777719243252,160453
9620,ucb,0.5415363750568374,0.15762781559308295,0.3650467283821379,0.7624023215214,0.021573420179008655,535416,426584,0.5565654885654886,0.5243087293295156,160378,0.5556330156303857,159489,0.5182577799625431,159391,0.5729105702903319,159286,0.5383742576854617,162836,0.5397338974427865,160620
9630,ucb,0.5400076091735627,0.15756842941376473,0.36710047307777716,0.7576263120540314,0.021505018403818247,535970,427030,0.5565628245067498,0.5133735085290339,160500,0.5554299682738552,159661,0.5179040489877459,159563,0.5802671231974648,159529,0.5365926546738863,162976,0.5364783513793905,160771
9640,ucb,0.5406180606080269,0.158130677046728,0.3691221181286201,0.7603816359195786,0.021804534581498464,536555,427445,0.5565923236514523,0.5060455315757463,160622,0.5528808488410819,159844,0.5232363004794047,159741,0.5944382643173178,159781,0.5320334692290479,163099,0.5350739492055616,160913
9650,ucb,0.5395035495412038,0.15899545477653082,0.3634087165038342,0.7647564146457723,0.022176612579135915,537126,427874,0.5566072538860104,0.5043649449519467,160792,0.546866545197696,159997,0.5349568554867858,159934,0.59907981749992,159996,0.5196723589423499,163215,0.532080775168524,161066
9660,ucb,0.5381226994617933,0.16195674530431353,0.3648683213709223,0.7796624592885513,0.02297649993190246,537714,428286,0.556639751552795,0.5173264867389783,161001,0.542145225538319,160164,0.5483701389946406,160165,0.5830364931243007,160123,0.5053354481926678,163320,0.5325224041818533,161227
9670,ucb,0.5392551138740542,0.16266212006586378,0.36828257873985676,0.7767812615909672,0.022920032664317434,538310,428690,0.5566804550155119,0.5232838952514355,161195,0.5446837157150575,160329,0.5600232143544344,160383,0.5707534204731113,160253,0.49839506583928456,163443,0.5383913716110027,161397
9680,ucb,0.5391972413367717,0.1611130122683677,0.36786306344511516,0.7712333311986445,0.022540001334895178,538882,429118,0.5566962809917355,0.5383563337234623,161400,0.539407422928372,160484,0.5558024677141468,160558,0.5581216319944,160391,0.504864929522485,163607,0.5386306621377639,161560
9690,ucb,0.5403078423399301,0.15947158053252578,0.3685186104397016,0.7657940537260935,0.021945499293176973,539451,429549,0.5567089783281733,0.5397523330155528,161574,0.5353664074932174,160645,0.5548173681679844,160725,0.5541382313433868,160541,0.5139295418067623,163797,0.5438431722126769,161718
9700,ucb,0.5379245496400883,0.1559457247042357,0.36746556405392183,0.7554791442848915,0.02097289392677935,539981,430019,0.5566814432989691,0.545680424908942,161769,0.5250289634920388,160813,0.5515346317703529,160886,0.5477354154029171,160697,0.524699556883054,163993,0.5328683053832249,161842
9710,ucb,0.5401242549111985,0.15546439390441527,0.3676610228486295,0.7568194247312574,0.020979280541871745,540561,430439,0.5567054582904223,0.553060402015113,161954,0.5373902709575433,161016,0.5558824232697228,161067,0.5408863106889058,160839,0.5288982667299041,164158,0.5246278558060017,161966
9720,ucb,0.5396367282357709,0.1592856275105905,0.36623596070180076,0.7647807614750188,0.02215499503314465,541141,430859,0.5567294238683128,0.5633328959651563,162165,0.5377559922482414,161199,0.5556265178670347,161231,0.5388369595571534,160996,0.5261503534040256,164319,0.5161176503730139,162090
9730,ucb,0.538565013307707,0.1607713509688134,0.36218686559425156,0.7659489027365946,0.02244986130199552,541709,431291,0.5567410071942446,0.5610378598383972,162340,0.5441746139953196,161407,0.5519614585890423,161381,0.5277193937942236,161149,0.529902354120014,164493,0.5165943995092444,162230
9740,ucb,0.5372366570811207,0.16261506488700353,0.3665220115065725,0.7704122390205935,0.022739069877227274,542287,431713,0.5567628336755647,0.5590421225769011,162532,0.5400400426904168,161557,0.5411424153726044,161519,0.5374776775107767,161332,0.5301684853007176,164685,0.515549199035308,162375
9750,ucb,0.5384357508760731,0.16001336986480402,0.3680206284114945,0.7667360821534481,0.02178773733085249,542866,432134,0.556785641025641,0.5555313571085351,162687,0.5360763049344457,161713,0.5495439862635436,161698,0.5365618725296182,161460,0.5328314966015221,164868,0.5200694878187742,162574
9760,ucb,0.5368065960452264,0.16063953081765409,0.36311642166734764,0.7661559954945139,0.022294649758477888,543412,432588,0.5567745901639344,0.5428072736699994,162824,0.5328129378035075,161894,0.5483905126853618,161855,0.5240857702342576,161577,0.543995217912972,165061,0.5287478639652605,162789
9770,ucb,0.5354939912003043,0.16438219261920942,0.35663656326284177,0.776534770997949,0.023809805685359633,543988,433012,0.5567942681678608,0.530906287650834,162962,0.542567553307568,162098,0.5424667180483503,162020,0.5221109578752308,161722,0.5428567627356015,165236,0.5320556675842415,162962
9780,ucb,0.535286885740453,0.1654598069524902,0.3616151367555019,0.7778652416554184,0.023744024123532798,544571,433429,0.5568210633946831,0.5261140093620672,163121,0.5435293683523745,162294,0.5397248714427467,162166,0.5219354975083084,161868,0.5417461929972398,165413,0.5386713747799813,163138
9790,ucb,0.5352162070337365,0.16426117870547757,0.35796743126166264,0.7679720619859066,0.02326979772488631,545135,433865,0.5568283963227784,0.5409756362055024,163333,0.5488830659969386,162494,0.5346997456463456,162320,0.5128874061934913,161987,0.5396833813328659,165553,0.534168006827275,163313
9800,ucb,0.5340993495724644,0.1626081184225716,0.3590560677448037,0.765552967159223,0.02275609145630236,545694,434306,0.5568306122448979,0.5480261363160982,163541,0.546899919592191,162660,0.5312750140234472,162476,0.5132195507045537,162138,0.5296791097350088,165688,0.5354963670634879,163497
9810,ucb,0.532786042337663,0.16016147425778612,0.35738077006025365,0.7550314851044387,0.022081768338879555,546229,434771,0.5568083588175331,0.5562420763452638,163768,0.536771724358039,162785,0.5292572007779949,162638,0.5066281715066387,162266,0.5265932055768021,165853,0.5412238754612392,163690
9820,ucb,0.5351676975885871,0.16155199993173938,0.3600336692711758,0.7628951156969067,0.02275430070557758,546819,435181,0.5568421588594704,0.5582434150237003,163944,0.5334980818377976,162939,0.5283692124413004,162794,0.5023330113203849,162393,0.5287619332754251,166012,0.559800531632914,163918
9830,ucb,0.5358308579667718,0.16280554932406655,0.35882713744229716,0.7724923137869637,0.023171656493555178,547403,435597,0.5568697863682605,0.558110497230159,164112,0.5316530934415935,163090,0.5324755928961814,162977,0.4992242088158267,162529,0.5312644468808413,166180,0.5622573085360288,164112
9840,ucb,0.5342805512272286,0.16230957455839254,0.3609107943137688,0.768097578121207,0.022841443658764775,547960,436040,0.556869918699187,0.5549261225268085,164291,0.531026126366028,163249,0.5325893754274384,163166,0.5040698965479513,162691,0.5272241240073715,166355,0.5558476624877743,164248
9850,ucb,0.5339018294612897,0.16656012976344148,0.35982330828545384,0.7768719936268469,0.02398684843831732,548550,436450,0.5569035532994924,0.5539175875782616,164445,0.5369944501404956,163451,0.5386597834952728,163372,0.4952463755397924,162794,0.5386385575006182,166563,0.5399542225132982,164375
9860,ucb,0.5359734110165467,0.16743679862101182,0.35627456822671727,0.7681487969498809,0.024198394989205695,549140,436860,0.5569371196754563,0.5548082460488698,164598,0.5426501240809755,163628,0.5424373067658615,163545,0.49296011675592644,162947,0.5446466106334377,166753,0.5383380618142093,164529
9870,ucb,0.5379285209373624,0.1680781061690064,0.3650648017164202,0.7693355883790179,0.023861944009318466,549742,437258,0.556982776089159,0.5424895049839432,164712,0.5384483884893583,163780,0.5437878783585299,163763,0.5142350967141551,163148,0.5530390370309415,166953,0.5355712200472473,164644
9880,ucb,0.5380462059273263,0.16479603678338173,0.36503344442432867,0.769009975121952,0.022871899328061027,550312,437688,0.5569959514170041,0.5395673296005331,164880,0.5406160440376062,163938,0.5598023183218541,163993,0.506826222101972,163288,0.5503035901219478,167125,0.531161731380045,164776
9890,ucb,0.539484980059352,0.15856944293279876,0.36847794595573896,0.7606688845751037,0.021226326483425564,550871,438129,0.5569979777553083,0.5445166070100508,165058,0.5357671237335763,164097,0.5606731204682167,164161,0.5104572515392358,163451,0.5578881802183361,167301,0.5276075973866957,164932
9900,ucb,0.540619859624454,0.1590888425617675,0.3722702455972771,0.7585163548565127,0.02156006973396658,551446,438554,0.5570161616161616,0.5388024195680425,165200,0.5429147169141042,164279,0.5637471564195115,164352,0.5292979296578835,163674,0.5512899371619012,167423,0.5176669980252815,165072
9910,ucb,0.5410614819045717,0.16381908281106403,0.36892225825162833,0.7723709708766638,0.023329799998402498,552053,438947,0.5570665993945509,0.5416626028156213,165373,0.541081572873534,164437,0.5633865818429166,164531,0.5437386664689645,163896,0.532735868429652,167517,0.5237635989967411,165246
9920,ucb,0.5403873639715749,0.16338625415774188,0.36966647926252344,0.773923448937861,0.023034005025610944,552629,439371,0.5570856854838709,0.5373925855154087,165534,0.5356095633577668,164577,0.5613106382338784,164686,0.5596019701335438,164135,0.5223916488098683,167649,0.5260177777789846,165419
9930,ucb,0.5397387072311772,0.16291480945752249,0.36912176671881,0.7753622844587172,0.022988095760721482,553204,439796,0.5571037260825781,0.5433709339326874,165720,0.5345968417029389,164767,0.5486139965058324,164805,0.5638033528999765,164325,0.5222577361012931,167789,0.5257893822443344,165594
9940,ucb,0.5391411524272748,0.16277006747444467,0.36836867557146646,0.7681897812070205,0.022987158703952324,553777,440223,0.5571197183098592,0.5502584363720492,165901,0.5451902125804501,164961,0.5373728905958894,164941,0.5612193541653795,164515,0.5244939389463428,167944,0.5163120819035381,165738
9950,ucb,0.5404655284689599,0.16211539676739475,0.3698046744547315,0.7701899144282423,0.022886351607452247,554360,440640,0.5571457286432161,0.5474928965781909,166054,0.5518057550541924,165173,0.5274081107113701,165051,0.5613439760238219,164685,0.5221399435257175,168086,0.5326024889204671,165951
9960,ucb,0.5373738403040041,0.1603821340665386,0.3660598697656073,0.7615546370886703,0.022555954086695612,554894,441106,0.5571224899598394,0.5402158524252719,166210,0.5485073381938128,165363,0.5279962520987773,165207,0.5521486290230786,164827,0.5153003454216009,168237,0.5400746246614826,166156
9970,ucb,0.5348894452654326,0.16250864109444807,0.36131288891640806,0.7609834317088415,0.023125708472546677,555437,441563,0.5571083249749248,0.5290357034557149,166343,0.5546685659300068,165563,0.5254102296654739,165362,0.5463603434170267,164980,0.510595547570348,168388,0.5432662815540246,166364
9980,ucb,0.5322057045545793,0.16585832798248856,0.35943259894963553,0.7666455304186441,0.023854213662855193,555994,442006,0.5571082164328657,0.5279416214858906,166501,0.5608205677853586,165754,0.5186591669520726,165494,0.5337571700317527,165120,0.5119626619120933,168591,0.5400930391603075,166540
9990,ucb,0.5341094118218483,0.1624950874824618,0.361419991762155,0.7653732066304396,0.02280275407666875,556565,442435,0.5571221221221221,0.5209635198524931,166627,0.5597115067923777,165918,0.5083520496779387,165606,0.5396404917425226,165314,0.5288544293834082,168811,0.5471344734823499,166724
10000,ucb,0.53561684912745,0.16643499343543633,0.358065036344046,0.768919933133252,0.023972005577879766,557171,442829,0.557171,0.5179138649210517,166786,0.5563093535811714,166082,0.4990191381443877,165704,0.5446652239630092,165497,0.5409282657490361,169029,0.554865248406044,166902
0,control,0.19541150766578413,0.08835861361448485,0.08491108369790176,0.3125209494495138,0.006806944127920132,0,0,0.0,0.20009686767696597,0,0.1678027492300299,0,0.23363019816775996,0,0.19054738384648728,0,0.12382928105932674,0,0.2565625660141354,0
10,control,0.21393659035886553,0.10380114142134851,0.08909512588915494,0.3573804895967545,0.00936930922018067,208,792,0.208,0.2221698620808671,161,0.18103818431615593,158,0.24703864474336562,164,0.20262488458503009,162,0.14574927021407935,180,0.2849986962136949,175
20,control,0.23448198145478713,0.12190307040355616,0.09338748818313793,0.4119701225329992,0.01313203945971736,460,1540,0.23,0.24431902362038457,328,0.2039622734013253,320,0.26931793305042384,335,0.2245396665198699,320,0.15813418686008643,326,0.30661880527663304,371
30,control,0.2524079839705443,0.1339333133649201,0.09713110673353459,0.44453303662434157,0.015854935094203465,716,2284,0.23866666666666667,0.26716906116440886,500,0.22463784554908794,482,0.28706722140161306,511,0.24003569373739198,483,0.1768197040670407,498,0.31871837790372365,526
40,control,0.26867228642117846,0.14381092946220725,0.10039688669277004,0.4760366747577919,0.018109643939835735,979,3021,0.24475,0.2880375688773819,650,0.24234297836948848,662,0.30479823293123565,659,0.2528062352025553,647,0.19393144672798213,690,0.33011725641842765,692
50,control,0.2853807065604827,0.15133474369164085,0.10695227932857067,0.5003982364948332,0.01982887705964436,1267,3733,0.2534,0.30294776560348496,812,0.25733812413497115,824,0.32220692475624596,839,0.2716840240974351,804,0.2064508716447092,864,0.35165652912605033,857
60,control,0.2965697694470567,0.15747608489686488,0.10919633609036129,0.5139722883941134,0.021223247203416173,1533,4467,0.2555,0.32063590586073865,985,0.2721109654678403,1003,0.33325980889781515,1007,0.2800559828559504,970,0.2113808795753823,1011,0.3619750740246135,1024
70,control,0.3099549071624274,0.16139729544298265,0.11432933711873688,0.5345261046311056,0.022332655846450517,1828,5172,0.2611428571428571,0.33746762261981755,1160,0.2870961906237293,1171,0.3441753082423377,1176,0.29534425189971253,1132,0.22249756209204116,1166,0.3731485074969261,1195
80,control,0.3238848591452254,0.1656480597615063,0.12213755130996354,0.5461605817552129,0.023345007277234774,2145,5855,0.268125,0.34733652510481106,1309,0.31202224248484567,1368,0.35891320902804863,1337,0.3116362724503895,1326,0.23459993341856072,1328,0.3788009723846965,1332
90,control,0.335040111472421,0.17049369949100326,0.12484036093691628,0.5616148950873545,0.02490127002914866,2462,6538,0.27355555555555555,0.3551932402395838,1469,0.32922764615995737,1528,0.37282520396670404,1489,0.3298818029736992,1525,0.24284337122112148,1507,0.3802694042734599,1482
100,control,0.347497429782057,0.175742305436081,0.1288859722815525,0.5823666588393897,0.02664385257586485,2807,7193,0.2807,0.36488853482934963,1635,0.33946709257956725,1689,0.3914236326967108,1661,0.3402380936692513,1671,0.25679900561172425,1684,0.3921682193057387,1660
110,control,0.3634742821458255,0.17967625830607115,0.13555814396913465,0.6006173390348764,0.027601378437371978,3197,7803,0.29063636363636364,0.3833586486156422,1800,0.3540570218384937,1874,0.40819479329143105,1819,0.3527955450735898,1838,0.27416201980520866,1852,0.4082776642505875,1817
120,control,0.3761172210689503,0.18045661310604597,0.14123637303267633,0.6060087376997714,0.027593867264488484,3576,8424,0.298,0.3941729385604446,1952,0.3660807144826617,2053,0.4161776901799738,1988,0.3721252125586018,2010,0.29516829255718746,2029,0.41297847807483284,1968
130,control,0.38846577997129755,0.18416473773921666,0.14695591837783561,0.6238404988419629,0.028960640190941293,3980,9020,0.30615384615384617,0.4074736443015975,2123,0.38021857342917337,2226,0.4254345495186642,2147,0.3924338718531086,2189,0.3064588080985683,2189,0.4187752326266739,2126
140,control,0.39792268529361036,0.18303738982319784,0.1601199550009143,0.6315459024654734,0.02833974293021428,4369,9631,0.31207142857142856,0.41806810577971804,2292,0.38877322743164666,2392,0.427514888703699,2306,0.4006548396195099,2344,0.3196981513790773,2366,0.4328268988480108,2300
150,control,0.40728084546344734,0.1786556662882176,0.17335831726224066,0.6290362093629204,0.026744752946438962,4762,10238,0.3174666666666667,0.41723481167312493,2445,0.3992482702825783,2562,0.44592121462597684,2494,0.40329996613947794,2492,0.3410657280419613,2549,0.43691508201756446,2458
160,control,0.41340354601238366,0.17806507264321814,0.18259103364679316,0.6315159627859184,0.026433375878746078,5145,10855,0.3215625,0.4311163504484007,2623,0.40440218783591186,2736,0.45000064686778457,2654,0.408751586559116,2667,0.34666030690330907,2710,0.4394901974597795,2610
170,control,0.4241225864816995,0.17871819659891255,0.18638411424817464,0.6410256765771556,0.02712289736069045,5582,11418,0.32835294117647057,0.442307703030153,2806,0.41219543127354114,2891,0.4598198846331109,2841,0.41956271428338654,2827,0.36194104961665774,2865,0.44890873605334763,2770
180,control,0.43395132977044454,0.177885599154191,0.20081132331389612,0.6475378436354553,0.026811316074133864,6024,11976,0.33466666666666667,0.45144663256448764,2959,0.4325274261025705,3074,0.4726493401478465,3018,0.4248319846042584,2976,0.367559574984169,3039,0.4546930202193351,2934
190,control,0.44223709523194754,0.17530256228433985,0.21208809667062611,0.6541263629579852,0.026007076222487564,6464,12536,0.34021052631578946,0.45406801496375876,3116,0.4497792525379491,3241,0.46325374116113716,3166,0.4363087046212057,3145,0.37987235303497136,3216,0.470140505072663,3116
200,control,0.44826373279312276,0.17608495161562715,0.2186451946400429,0.6608332802638252,0.026279761902494942,6903,13097,0.34515,0.4597687223853488,3296,0.4538553783856165,3410,0.4728550007682444,3345,0.43587480037605575,3289,0.3883800553146257,3387,0.4788484395288456,3273
210,control,0.4576758203068257,0.17588721544728003,0.22298847001233335,0.670072860663127,0.02634213538328259,7383,13617,0.3515714285714286,0.4642469565149026,3449,0.463653841098963,3571,0.49120232265923575,3535,0.4468861417592804,3466,0.39470950844269614,3530,0.4853561513658758,3449
220,control,0.4636985321574527,0.1719964622382885,0.23530225168160437,0.6758912016061717,0.025094014968556427,7839,14161,0.3563181818181818,0.47360555310132485,3601,0.4660281969766553,3746,0.4935239568656396,3706,0.44875007341787865,3610,0.40223548681754706,3697,0.49804792576567086,3640
230,control,0.46909805544831434,0.17038398436697955,0.24266644060444645,0.6765977485543399,0.024610610927086593,8299,14701,0.36082608695652174,0.4802123281094019,3766,0.47308513857886636,3908,0.49712339047833576,3884,0.45584358470135505,3778,0.40583562787863026,3860,0.5024882629432966,3804
240,control,0.47600046961881864,0.16674248012036655,0.2538267733121772,0.6728547637031148,0.02320786634967991,8771,15229,0.36545833333333333,0.4867276032442498,3933,0.4765176475636535,4064,0.5107910343098326,4073,0.45767070361441603,3936,0.4157852683737453,4030,0.5085105606070147,3964
250,control,0.4824315285625886,0.1665982617776684,0.26156745495291595,0.6743447374077769,0.022890466268018626,9261,15739,0.37044,0.5008673003114338,4107,0.4809171536278391,4217,0.5160928942449754,4248,0.460038111579883,4094,0.42774310630464174,4215,0.5089306053067583,4119
260,control,0.48554104430094414,0.1640787033912535,0.26240516597991226,0.6753720266004444,0.022187684278441117,9727,16273,0.3741153846153846,0.5036371713112004,4260,0.4817259164916219,4374,0.5235153630839156,4437,0.46057803252075014,4262,0.4387615734399046,4390,0.5050282089582724,4277
270,control,0.4907620387320291,0.16174634885640937,0.267767216095627,0.6750948620273876,0.02179490202840684,10212,16788,0.37822222222222224,0.5116818929124244,4427,0.4913963577755352,4562,0.536181572326584,4622,0.46850566090579,4434,0.4321952882257463,4534,0.5046114602460944,4421
280,control,0.495367852515685,0.16026025613985992,0.2674836074442272,0.678957115372884,0.021319170578652454,10700,17300,0.3821428571428571,0.5180727399189543,4578,0.4969185243521201,4741,0.5338000051254603,4776,0.4704599199962019,4601,0.44045130629939244,4704,0.5125046194019817,4600
290,control,0.497965076941889,0.1579596904197931,0.2722194304230491,0.6794531481179766,0.021015139626790677,11178,17822,0.385448275862069,0.5198358602108089,4743,0.5021251901065328,4921,0.5326509609237032,4951,0.47806692625180836,4762,0.4446075721433207,4871,0.5105039520151593,4752
300,control,0.5009437730366246,0.15627071354484257,0.2773100362304372,0.673279084600366,0.02063970079086099,11660,18340,0.38866666666666666,0.5236842601569536,4913,0.5151228122886813,5117,0.5323114172612112,5130,0.4796173020349903,4920,0.44179674544404335,5013,0.5131301010338674,4907
310,control,0.5049220018206755,0.15734627592740658,0.273753630197299,0.6798053509904493,0.02135883911580065,12165,18835,0.39241935483870966,0.5324129429293157,5087,0.516448153112903,5293,0.5355722385512354,5303,0.4889668168578289,5093,0.44290565282098393,5181,0.5132262066517866,5043
320,control,0.5074413367032232,0.15643027477132598,0.27988187143919224,0.6856321944815398,0.021310332538538087,12662,19338,0.3956875,0.5307099326868241,5258,0.5187559561239039,5455,0.5349049020305959,5474,0.4946016524823713,5260,0.44283007793029455,5326,0.5228454989653496,5227
330,control,0.5105537586644014,0.15378784702411966,0.28817458638205745,0.6829189826132321,0.02085630104180907,13163,19837,0.3988787878787879,0.5289621916959795,5421,0.5179475338945604,5596,0.5464147762528175,5662,0.4948584922088144,5426,0.45621394939906273,5497,0.5189256085351741,5398
340,control,0.5152709692476765,0.15133916942341463,0.2928094019879126,0.6821833146175907,0.020309812962164206,13682,20318,0.40241176470588236,0.5370638007471181,5597,0.513267680449328,5748,0.5461565837428839,5818,0.5002733719825359,5602,0.46901158277896554,5676,0.5258527957852277,5559
350,control,0.5184146625197605,0.14823624638965388,0.30401470911238865,0.6892221930024075,0.01943858529352128,14194,20806,0.40554285714285715,0.5357722408813586,5744,0.5099338937719207,5905,0.5575565513508155,5992,0.5009382225442099,5769,0.48288515890571104,5866,0.5234019076645466,5724
360,control,0.5223563900894175,0.1467497444479388,0.3136755801889751,0.6911959031907509,0.018968101461568323,14721,21279,0.40891666666666665,0.5340227266991213,5901,0.5074028488686938,6060,0.5574616537709823,6157,0.5056059342959827,5934,0.5011080971557609,6044,0.5285370797459641,5904
370,control,0.5238987570589889,0.1474502334462413,0.3109504743762162,0.6953836052914126,0.01914549403381026,15236,21764,0.4117837837837838,0.5378302789140461,6067,0.5110601832028335,6223,0.5640327313325395,6334,0.4949325765583044,6094,0.5055564978285655,6208,0.5299802745176445,6074
380,control,0.5269419286093429,0.14960623226677047,0.3115029852895409,0.701106181720384,0.019694991551351407,15771,22229,0.4150263157894737,0.5337550449221043,6219,0.5274061564444479,6417,0.5675572270803186,6505,0.48962641484959524,6243,0.5108260794549122,6382,0.5324806489046796,6234
390,control,0.5296276021716467,0.1483290364283932,0.31706891221283223,0.7031767579687336,0.019356502247086637,16301,22699,0.417974358974359,0.5415070984921697,6406,0.529005752906555,6569,0.565225182844387,6655,0.49910595661228413,6428,0.5097431491820958,6546,0.5331784729923882,6396
400,control,0.5325504544078421,0.14423267135116105,0.3259894705172644,0.6927556150851809,0.01790190594030376,16831,23169,0.420775,0.5479732374519682,6571,0.5291669209481612,6722,0.5628352363780416,6820,0.4994790620814154,6612,0.5212097713705203,6725,0.5346384982169464,6550
410,control,0.5343247872159247,0.14463775450560143,0.33138015580975444,0.7011484655718527,0.018059429077749038,17368,23632,0.42360975609756096,0.5483332851103185,6733,0.533392990544443,6886,0.5674289226149918,7000,0.49676420322498965,6769,0.5237229950390626,6902,0.5363063267617417,6710
420,control,0.5358230233657851,0.14459333997301851,0.3317714649011523,0.7050917115992635,0.018412826124830577,17903,24097,0.4262619047619048,0.5506491001849046,6907,0.532515690270971,7050,0.5710985987564824,7174,0.49798254101186634,6926,0.5235418297970117,7071,0.5391503801734744,6872
430,control,0.5356280781085628,0.1437827572129922,0.33697903375670835,0.709663970598114,0.018220501289921278,18425,24575,0.42848837209302326,0.5491248106010174,7075,0.5301744739176943,7211,0.5637181522640725,7331,0.5017894838797348,7086,0.5286715720789015,7261,0.5402899759099575,7036
440,control,0.537301787168998,0.1427249144463257,0.33998334582839085,0.7057884642924493,0.017954982976549873,18962,25038,0.4309545454545455,0.5489693282158786,7243,0.5235583515773229,7359,0.5660186797292878,7505,0.5094698602990312,7246,0.5251571879496606,7422,0.5506373152428076,7225
450,control,0.5384463038570569,0.14220761712424118,0.341421417054732,0.7079030679303565,0.017702782807315253,19498,25502,0.4332888888888889,0.544095786615749,7407,0.5297439148290959,7544,0.5659208688836197,7676,0.5175639412362738,7421,0.5265108539218195,7572,0.5468424576557837,7380
460,control,0.5375234695473325,0.1420837117170324,0.3367979124258587,0.7067217420364942,0.017544761993465503,20014,25986,0.4350869565217391,0.5453566879246797,7571,0.529014395173014,7705,0.5661296656386995,7839,0.5189091630716027,7594,0.5230478960290492,7726,0.5426830094469505,7565
470,control,0.5405834049111606,0.13899041984589985,0.3480924972016284,0.7070345977500133,0.01657650523711363,20563,26437,0.43751063829787235,0.5512678584440724,7730,0.5282202608907073,7868,0.5751783216643246,8020,0.5166102808340323,7760,0.5300429351950187,7899,0.5421807724388079,7723
480,control,0.5392015239588619,0.13888779109727142,0.3531672792188455,0.7001998503580573,0.016331668341584126,21076,26924,0.4390833333333333,0.5489269920484711,7896,0.5201549302945964,8018,0.5772887549462354,8188,0.5123996211659404,7921,0.5331270041133344,8074,0.5433118411845935,7903
490,control,0.5414474496546038,0.13425747762730966,0.362145441886984,0.6995164545153636,0.015330025435171415,21616,27384,0.44114285714285717,0.5384266743513972,8042,0.5226871743741581,8188,0.5799684340879844,8358,0.5152409915371468,8087,0.542341438129828,8254,0.5500199854471077,8071
500,control,0.5443337294995108,0.13234376518824786,0.3652799790064154,0.6975189234948032,0.014877140911974085,22165,27835,0.4433,0.5372818894398959,8207,0.5353018049496301,8379,0.5768481780807112,8510,0.5176196369003181,8256,0.5455602133090067,8422,0.5533906543175022,8226
510,control,0.5476911758865205,0.13350422497245595,0.3638982005769718,0.6962851772501374,0.01533831058665555,22731,28269,0.4457058823529412,0.5386990380365209,8376,0.5439967346342361,8529,0.5821054455389081,8691,0.5165102213400421,8407,0.5496823885438321,8609,0.5551532272255837,8388
520,control,0.5483562408761717,0.13301702010024424,0.36650284547918915,0.6961810549178287,0.01505384487903334,23269,28731,0.44748076923076924,0.5368377488826028,8542,0.5417156335667148,8706,0.5940189232727756,8874,0.5182519638678936,8560,0.5459353264141128,8757,0.553377849252931,8561
530,control,0.5514237950155312,0.13078293540723424,0.3773574957138899,0.705616253328277,0.014500657976385627,23834,29166,0.44969811320754716,0.5502604961061301,8703,0.5309688789433311,8854,0.5986839362824674,9046,0.5243041686157736,8737,0.546754991232745,8927,0.5575702989127396,8733
540,control,0.5520585879462656,0.128281172900168,0.3778180739557345,0.7034004504369552,0.014130962396311574,24381,29619,0.4515,0.5499272885771354,8879,0.5273255232170895,9014,0.5946567425067028,9208,0.5279803712349882,8896,0.5485538428656933,9096,0.5639077592759838,8907
550,control,0.5566911264440113,0.12503110256399108,0.38821261252187206,0.7026335226494596,0.013397606409024954,24967,30033,0.45394545454545454,0.5527564356669463,9037,0.529910813828457,9176,0.592066110434576,9371,0.5428548142715865,9079,0.5534510320207987,9257,0.5691075524417026,9080
