timestep,group,average_knowledge,knowledge_std,weakest_category_avg,strongest_category_avg,knowledge_variance_avg,cumulative_correct,cumulative_incorrect,accuracy,category_0_knowledge,category_0_exposure,category_1_knowledge,category_1_exposure,category_2_knowledge,category_2_exposure,category_3_knowledge,category_3_exposure,category_4_knowledge,category_4_exposure,category_5_knowledge,category_5_exposure
1990,ucb,0.5684668213990001,0.09967097462750837,0.46154269423440925,0.7005387319868892,0.008269907780329716,104127,94873,0.523251256281407,0.5713352115309991,33360,0.5515472529286729,33151,0.5846037676058063,33098,0.5707673517263785,33240,0.5722080916354985,33758,0.5603392529666449,32393
2000,ucb,0.5685493052956654,0.10299325906592112,0.4577177432208412,0.7094589074379222,0.008852266067348203,104698,95302,0.52349,0.5611003584381711,33478,0.5502816617715216,33292,0.5737661719625945,33243,0.5840715644318366,33445,0.5772220907482402,33967,0.5648539844216277,32575
2010,ucb,0.5700945464322713,0.10195175650702784,0.46561770046118733,0.7110173974051754,0.00844840538410267,105272,95728,0.5237412935323383,0.5549793926827428,33626,0.5568619191336563,33463,0.576987868277397,33412,0.5824003225865259,33621,0.5817632374386248,34143,0.5675745384746808,32735
2020,ucb,0.5692003518495045,0.10179234594488495,0.4605828777341388,0.704798177500949,0.0084723242575193,105826,96174,0.5238910891089109,0.5647765710777773,33817,0.5512905634389935,33606,0.5721141836492255,33571,0.5840174431442865,33803,0.5792992900534345,34311,0.5637040597333095,32892
2030,ucb,0.5717315946983725,0.10128996816827616,0.46257566511323317,0.706783091855828,0.008415070913918337,106412,96588,0.5241970443349754,0.5663635636770524,33975,0.5640144267747225,33806,0.5724230619754532,33742,0.574576186328037,33938,0.5840557375008877,34507,0.5689565919340824,33032
2040,ucb,0.5708723799704216,0.100553896870923,0.45897659013528574,0.7044298030307522,0.008396517459266648,106969,97031,0.5243578431372549,0.5599055719731262,34130,0.5746933113307171,34026,0.576777396831092,33916,0.5702385034460885,34096,0.5864332962666119,34678,0.5571861999748942,33154
2050,ucb,0.5709789556845325,0.09938538074633618,0.4646746833760589,0.702253229433832,0.007948380980989551,107529,97471,0.5245317073170732,0.5713546396044256,34330,0.5770266232806265,34198,0.5710527031643864,34069,0.5736243293473607,34263,0.5786039665179079,34827,0.5542114721924876,33313
2060,ucb,0.5710685244488897,0.10009402869077659,0.4649131760879056,0.7034802061560252,0.008052856906299987,108093,97907,0.5247233009708738,0.5632600038267,34460,0.5810729401268229,34371,0.5731742745651096,34245,0.5649317821890515,34394,0.5794021014274492,35004,0.5645700445582041,33526
2070,ucb,0.5727409881178018,0.10196314462194739,0.4630608530636751,0.702419109073095,0.00845766396847282,108676,98324,0.5250048309178744,0.5600513854368556,34592,0.5817378343038687,34537,0.5716347399129189,34414,0.5666368817711763,34558,0.581142408583334,35189,0.5752426786986576,33710
2080,ucb,0.5722341659575794,0.10554314616762893,0.4646118998362704,0.7039066221204534,0.008950253923662657,109247,98753,0.5252259615384616,0.5535908923150852,34723,0.5833895196942926,34729,0.5759080458854595,34609,0.5642410501638947,34717,0.5833707375712731,35379,0.5729047501154713,33843
2090,ucb,0.57263746595487,0.10338572609146524,0.46232917446312816,0.7010272477059856,0.00861340696753248,109815,99185,0.5254306220095694,0.5597883862786547,34915,0.5847306555846753,34908,0.5795140489334945,34792,0.5683436647860018,34878,0.583287122684754,35553,0.5601609174616387,33954
2100,ucb,0.5720445212339801,0.10565209275655964,0.4558055200771878,0.7066342291594387,0.009029533562927345,110384,99616,0.5256380952380952,0.5642215301486678,35128,0.5842512636646165,35084,0.5807467083543651,34964,0.5595566187401737,35014,0.5916241823885747,35740,0.5518668241074833,34070
2110,ucb,0.5723560376760249,0.10282617675024422,0.46407191410557774,0.7076395850889072,0.008671691406987207,110951,100049,0.5258341232227488,0.5742825212001711,35315,0.584872690298058,35272,0.574110159626256,35098,0.5675485138165648,35222,0.5855835956702268,35880,0.5477387454448736,34213
2120,ucb,0.5715555988310745,0.10397256393523431,0.4577421136427452,0.7059217378020851,0.008795745758239467,111513,100487,0.526004716981132,0.572149719812729,35485,0.5893838518230404,35462,0.5685133368108091,35243,0.5749390300541072,35414,0.5783459735093336,36032,0.5460016809764278,34364
2130,ucb,0.57066522126374,0.10803510201210571,0.4584651856742735,0.7114257416081072,0.009616424374874824,112081,100919,0.5262018779342723,0.5765072891294833,35662,0.5882428832191313,35616,0.5619136907056819,35387,0.5749195261747267,35607,0.5722116354335578,36194,0.5501963029198588,34534
2140,ucb,0.570133441292144,0.103784333559367,0.460016261480623,0.7090497925240513,0.008938131211889334,112635,101365,0.5263317757009346,0.5729770882642417,35848,0.5758815485107318,35732,0.5666966482025848,35581,0.5829163334618884,35795,0.5720315617692979,36360,0.5502974675441196,34684
2150,ucb,0.5690220947152945,0.10656520447969069,0.45391052029227524,0.7153955582810133,0.009673820158745428,113201,101799,0.5265162790697674,0.5742355619259092,36014,0.5723154725295939,35896,0.5715596201342096,35743,0.5723999207099925,35945,0.5738691761254783,36548,0.5497528168665845,34854
2160,ucb,0.5683591440530648,0.10096522751166377,0.45853867672537185,0.7032810851289331,0.008490320151678768,113741,102259,0.5265787037037037,0.5705080159368022,36178,0.5688072671416967,36041,0.5677463519758245,35897,0.5760122108047024,36121,0.5744513445779682,36721,0.552629673881394,35042
2170,ucb,0.5703073279030532,0.09959510201577242,0.46128652917539725,0.7068063968038427,0.008317736770191476,114318,102682,0.5268110599078341,0.5748474359232177,36344,0.5680018011125796,36190,0.5663951335661759,36053,0.5788283589622061,36297,0.5751517067151354,36892,0.558619531139005,35224
2180,ucb,0.5702183897199646,0.1032438077501486,0.45888933531283344,0.7101694518132291,0.009182123311017048,114890,103110,0.5270183486238532,0.5717551080910149,36499,0.5673863159930074,36359,0.5682855120979761,36227,0.574120648303485,36435,0.5755040814129111,37066,0.5642586724213934,35414
2190,ucb,0.5700446823283876,0.10232645948023748,0.45480131917957467,0.709972287836855,0.00915646839045974,115452,103548,0.5271780821917809,0.5696301595304352,36658,0.5688899736864093,36524,0.5717498310578424,36394,0.5666809920235529,36575,0.5756125860715945,37233,0.5677045516004918,35616
2200,ucb,0.5704503516771646,0.10137921257182668,0.4616027473773294,0.7092855028837337,0.008802209036024137,116018,103982,0.5273545454545454,0.57270230986023,36849,0.5635771368394122,36663,0.5564047069083025,36494,0.5682188519833012,36717,0.5798961045052772,37434,0.5819029999664648,35843
2210,ucb,0.5694979880420767,0.1012366036709575,0.45499358023902275,0.707540210354614,0.008710693697260153,116569,104431,0.5274615384615384,0.5700969696951838,37027,0.5610523468842912,36802,0.5498607178298842,36638,0.5635686411775327,36875,0.5823082658597536,37612,0.5901009868058158,36046
2220,ucb,0.5696164642594307,0.1024360853896471,0.45322118999381344,0.7125682347360578,0.009197292524636603,117140,104860,0.5276576576576577,0.5761013237499786,37196,0.554082367155621,36937,0.5484018634467834,36770,0.568023797180912,37067,0.578126059866124,37800,0.592963374157165,36230
2230,ucb,0.56997106304849,0.0990131489973129,0.4585427115426711,0.7119226188577136,0.008533807265956806,117702,105298,0.5278116591928251,0.5625111009715732,37300,0.5581742132749375,37109,0.5580410749900779,36956,0.5685557745637341,37228,0.5890087069443812,38016,0.5835355075462367,36391
2240,ucb,0.5681591410275848,0.10061448783667978,0.45750922889545725,0.7072804302122887,0.008614286555549617,118249,105751,0.5278973214285714,0.554807824043266,37437,0.557240186980942,37282,0.5625052036160553,37145,0.5660490283343782,37380,0.5897758333848031,38180,0.5785767698060649,36576
2250,ucb,0.5687178461510226,0.10042670383008669,0.4599907537337186,0.707213641663389,0.00832822281849213,118815,106185,0.5280666666666667,0.5518648878088444,37577,0.567685615784917,37483,0.5623776630104419,37282,0.5642317637916074,37542,0.5849051489426148,38352,0.5812419975677099,36764
2260,ucb,0.5700291333621966,0.10594334139049634,0.4554225220268168,0.7158640823035133,0.00965134709815502,119403,106597,0.5283318584070796,0.5592272233118152,37756,0.5730916863142368,37675,0.5572676209994077,37425,0.5675411652553389,37727,0.5841754448360036,38512,0.5788716594563784,36905
2270,ucb,0.5696361114978173,0.10655084944883643,0.4528666721239191,0.7124283519224047,0.00976540159009867,119969,107031,0.5284977973568282,0.5670017318306226,37949,0.565856446273492,37834,0.5601841434769326,37596,0.5734343551311337,37908,0.5823649922555354,38675,0.5689750000191869,37038
2280,ucb,0.5691271922003137,0.10175758282099048,0.4566760218961744,0.7014807894143117,0.008694625570108378,120515,107485,0.5285745614035088,0.5675168606360189,38116,0.5613758908166987,38029,0.5642532566687402,37767,0.5751872906640527,38087,0.581209715566856,38828,0.5652201388495152,37173
2290,ucb,0.5696470899012559,0.1036950328530292,0.45413596233726394,0.7108340032930246,0.00925864432273197,121090,107910,0.5287772925764193,0.5633779625708685,38266,0.5792876630763422,38279,0.5628111303353753,37907,0.5813827186702455,38314,0.5721012566245802,38952,0.5589218081301237,37282
2300,ucb,0.5711229910096491,0.10090746768976046,0.4636954950003019,0.7093022189172966,0.008552472372887778,121663,108337,0.5289695652173914,0.5662811486005166,38434,0.5834434379540755,38465,0.5690930172139208,38082,0.5807125679465678,38516,0.5704494737277055,39094,0.5567583006151088,37409
2310,ucb,0.5689594473559657,0.10182477310375315,0.45946857939607794,0.7086230340172207,0.008642549997703242,122207,108793,0.5290346320346321,0.5702715591389191,38618,0.5907633437951733,38650,0.5629853729349794,38224,0.5901138866479024,38733,0.5562821777849166,39223,0.5433403438339037,37552
2320,ucb,0.5689713750277612,0.10747893251546874,0.4531229170304993,0.7135675255682327,0.009632081003262493,122784,109216,0.5292413793103449,0.5661415143187573,38767,0.5889780694833029,38837,0.5535004980964745,38347,0.5943217016700714,38920,0.5670252600447767,39416,0.5438612065531838,37713
2330,ucb,0.5679637460505925,0.107815145310697,0.45421190006038276,0.7135692857798018,0.009734971242409428,123339,109661,0.5293519313304721,0.5563959288810006,38918,0.5826915696016071,38988,0.5632096297692619,38534,0.5872311564227848,39087,0.5661971950499549,39571,0.5520569965789454,37902
2340,ucb,0.5662987542823408,0.11039852014385282,0.447992713483518,0.7218711236823139,0.010265803146946868,123895,110105,0.529465811965812,0.5640355134032207,39137,0.5718393606742795,39124,0.5538164504636771,38655,0.5858589776190611,39251,0.5624119201750873,39725,0.5598303033587186,38108
2350,ucb,0.5659607290542759,0.11047618782545997,0.45411765703171186,0.7187886822375543,0.01012278004270675,124456,110544,0.5296,0.5729019989841531,39326,0.5703991298409712,39299,0.5481788626472326,38806,0.5753209562056018,39377,0.5609314362165931,39892,0.5680319904311033,38300
2360,ucb,0.5663154412066759,0.11378888124085547,0.4480602691981408,0.7201325297479748,0.010992285723088245,125032,110968,0.5297966101694915,0.5740914531777493,39496,0.5723159588168958,39459,0.5585196873467416,39029,0.5681504470194514,39497,0.5569524787336919,40049,0.5678626221455256,38470
2370,ucb,0.5673753792281855,0.11553247103014418,0.44823510228886926,0.7207854173948169,0.011199506526531431,125614,111386,0.5300168776371308,0.5739780605443712,39667,0.5714538441935061,39601,0.5686973661790201,39244,0.5617057588882336,39612,0.5677787729606159,40252,0.5606384726033662,38624
2380,ucb,0.5675381313927088,0.11199621580808163,0.4456271271715038,0.7147189407340125,0.010387729290755723,126172,111828,0.5301344537815126,0.5763725096198965,39840,0.5588905053430787,39716,0.5776751684771045,39444,0.5508880977406562,39750,0.5685771261400231,40413,0.5728253810354945,38837
2390,ucb,0.5686528121187722,0.10729909531681317,0.4520435842152983,0.7037153677832891,0.009345204866352971,126735,112265,0.5302719665271967,0.5729132136245498,39970,0.5492921569336446,39848,0.5806755172245179,39615,0.5576148078177419,39929,0.5702868279078787,40586,0.5811343492042998,39052
2400,ucb,0.5676676343796746,0.10991005774637261,0.44584581841845616,0.7096046112478388,0.009933777474523524,127300,112700,0.5304166666666666,0.5618771363061529,40072,0.548533237889183,40017,0.5826295407143212,39792,0.5584524098241013,40121,0.576501152365608,40777,0.5780123291786811,39221
2410,ucb,0.5650479642269381,0.11170831602618189,0.4459052196902959,0.7175496564523322,0.0104736777128838,127847,113153,0.5304854771784232,0.5515222400626725,40221,0.5595515908607043,40221,0.5678754027875061,39919,0.5689938109207054,40324,0.5662628204074109,40916,0.57608192032263,39399
2420,ucb,0.5658053826907266,0.11013767997206146,0.44939699111851356,0.7175495077805302,0.010125150754391223,128414,113586,0.5306363636363637,0.5587417398745642,40396,0.560094361450731,40397,0.5653524524113915,40067,0.5690555786677733,40503,0.5669980848878504,41071,0.5745900788520484,39566
2430,ucb,0.5673725584808578,0.10743589443961485,0.45373201719172196,0.7073206621964511,0.00950202907953322,128981,114019,0.5307860082304526,0.5635686225419889,40584,0.5635135264871624,40568,0.5662915375591983,40226,0.5771541803424667,40691,0.5671986021964257,41223,0.5665088817579044,39708
2440,ucb,0.56681894499271,0.10992770885377184,0.4536194600278817,0.7152715589898251,0.010031002737507544,129547,114453,0.5309303278688524,0.5620974231391409,40767,0.5633364212815871,40747,0.5700104578348776,40392,0.5767103277921493,40845,0.5585958322445,41364,0.5701632076640051,39885
2450,ucb,0.5663162030019068,0.11003796291784063,0.4534603904578591,0.7130214626079538,0.00992352417706877,130106,114894,0.5310448979591836,0.569475842029486,40929,0.5691354773965579,40950,0.5576375119764191,40522,0.5654377601453989,40987,0.5606165295295814,41527,0.5755940969339975,40085
2460,ucb,0.5647263583540655,0.11273047804863884,0.44607954084930396,0.7160694123197097,0.010359928440532242,130659,115341,0.5311341463414634,0.5531247425329221,41041,0.5813746547489869,41202,0.5536139973511309,40674,0.5699140226942023,41151,0.558426535969779,41682,0.5719041968273715,40250
2470,ucb,0.5652010315703941,0.11476362258874244,0.4412448944719229,0.7121970956835548,0.010907772417006028,131230,115770,0.5312955465587045,0.5556592089986142,41201,0.5980046972848693,41426,0.5542276852642533,40851,0.5573814553052309,41265,0.554115442943249,41832,0.5718176996261485,40425
2480,ucb,0.5654463106397096,0.1138889604367382,0.4445103667270838,0.7123033598253228,0.010666841662075021,131789,116211,0.5314072580645162,0.5597924188487888,41371,0.5912662274416433,41550,0.554927522823019,41032,0.5571695396659737,41443,0.5559114605616368,41999,0.5736106944971958,40605
2490,ucb,0.5647584198051248,0.11590879978664624,0.4396948793381501,0.7157919628210437,0.01085957479727488,132351,116649,0.5315301204819277,0.5591513155004312,41517,0.5771902924556792,41675,0.563101389163234,41239,0.5613978511294013,41634,0.5632215828018192,42175,0.564488087780183,40760
2500,ucb,0.5639284082473508,0.11585998361556572,0.4416466460110785,0.7145185484657749,0.010884465796224128,132905,117095,0.53162,0.5493017185781046,41636,0.57372762858037,41867,0.575020634106697,41435,0.5619428478305192,41813,0.553886028650294,42330,0.5696915917381198,40919
2510,ucb,0.5645648483285601,0.11713314049081681,0.44401529755313907,0.7167229188664797,0.011366092041624169,133490,117510,0.5318326693227091,0.550627297371205,41805,0.5798269238229956,42063,0.5685885265054219,41593,0.5721964560932888,41996,0.5550047557154018,42488,0.5611451304630475,41055
2520,ucb,0.5643442746121925,0.11885890541193324,0.4423040823645589,0.7221540781978523,0.011639304333536523,134060,117940,0.531984126984127,0.5471903898494196,41943,0.581668305564342,42246,0.5677990265367181,41767,0.5682890719663404,42159,0.5591000115924866,42685,0.5620188421638478,41200
2530,ucb,0.564978263096247,0.11709718618417554,0.44244711960693484,0.7171967086828548,0.011330849154425233,134622,118378,0.532102766798419,0.5454715748687984,42111,0.5809238036239596,42406,0.5746535884824899,41953,0.5790313608157649,42350,0.5527787282257669,42839,0.5570105225607027,41341
2540,ucb,0.5622330323987229,0.11512391544583132,0.4387955322096191,0.7101229326227727,0.010874795309607745,135150,118850,0.5320866141732283,0.5442736303333825,42269,0.5775405375832747,42558,0.572533423395308,42129,0.5669481346618082,42491,0.5678435336960072,43066,0.544258934722557,41487
2550,ucb,0.5618879029943357,0.11793454352043761,0.433475275932355,0.717637934121542,0.011619397999634715,135712,119288,0.5322039215686275,0.5409416988391744,42439,0.5685138540711395,42712,0.5786663065718364,42300,0.56662701259403,42652,0.5679202834765364,43241,0.5486582624132974,41656
2560,ucb,0.5595646494169455,0.11668542873845172,0.4308138169820914,0.7128753523453562,0.011423601530974102,136250,119750,0.5322265625,0.555026782655997,42657,0.5606039904995451,42865,0.5651557790581184,42441,0.5626163319806962,42794,0.5647795482633738,43416,0.5492054640439421,41827
2570,ucb,0.5608233020263553,0.11728775669597162,0.43119952319598104,0.7235289697333203,0.011592052865560651,136821,120179,0.5323774319066148,0.5668206724959963,42866,0.5680126362486002,43070,0.5575385855518067,42569,0.5611816108763921,42955,0.5696511143333732,43586,0.5417351926519636,41954
2580,ucb,0.5624444738702472,0.1146304485308026,0.4356079494458168,0.7237329809604961,0.011170193247333758,137390,120610,0.5325193798449612,0.5775365922904465,43081,0.5721656051636571,43236,0.562974656967304,42743,0.5600398737675654,43105,0.5611822981924863,43701,0.5407678168400245,42134
2590,ucb,0.5626972032460003,0.11241390627340755,0.4359097561329849,0.7139978358837294,0.010607654048630668,137943,121057,0.5325984555984556,0.5794511520509039,43241,0.5641281133231055,43363,0.5596070848707698,42899,0.5547473520137792,43253,0.5566375870892517,43872,0.5616119301281914,42372
2600,ucb,0.5627446845187993,0.11064202502974707,0.43538594395695746,0.7099381478698661,0.010301522711025546,138495,121505,0.532673076923077,0.573319679812853,43413,0.5608742187629064,43512,0.5499951063545093,43035,0.5579928204019058,43410,0.5579596850639543,44042,0.576326596716667,42588
2610,ucb,0.5643724963544201,0.11276416507110096,0.43904085215740163,0.7175090903278527,0.010895463185341176,139077,121923,0.5328620689655172,0.5736326541868931,43584,0.5597066619358286,43664,0.5561675555933536,43213,0.5552869886928725,43571,0.5647180754057923,44225,0.5767230423117815,42743
2620,ucb,0.5659044068464684,0.11260831887972644,0.44299718926483966,0.7203916265324938,0.01089824046402454,139656,122344,0.5330381679389313,0.5851494386152775,43796,0.5594340232908195,43820,0.556058732323336,43387,0.5591706668778301,43723,0.5704474774671678,44409,0.5651661025043786,42865
2630,ucb,0.565716405216595,0.10789998272767398,0.44869892099892106,0.7114759695140981,0.009713126396063478,140206,122794,0.5331026615969582,0.5803683843137851,43951,0.5650728670389266,44014,0.5628358548965794,43557,0.5518613946813589,43856,0.5668086424610381,44589,0.567351287907883,43033
2640,ucb,0.5647064251390694,0.10895145017770862,0.44551603440580434,0.7161498094042572,0.00988130907875795,140757,123243,0.5331704545454545,0.5802635843755021,44127,0.563291054206497,44158,0.567912554704646,43735,0.5447337749632957,43978,0.5728100728296899,44788,0.5592275097547865,43214
2650,ucb,0.5654267974754371,0.11242712849158153,0.4454549336813791,0.7163359196362847,0.010667063601346885,141335,123665,0.5333396226415095,0.575486243349488,44270,0.558024184579844,44288,0.5658742777401102,43912,0.5480343431892389,44143,0.5778021484381504,44982,0.5673395875557907,43405
2660,ucb,0.5626153833774,0.1151281022884664,0.43989685884533963,0.7194183921399794,0.011161193074557384,141875,124125,0.5333646616541353,0.5570800092835317,44378,0.5554425450787929,44425,0.5725004002742495,44123,0.5431589007931337,44303,0.5781371046827529,45170,0.5693733401519395,43601
2670,ucb,0.5597897834217198,0.11674107647693181,0.43345827917014285,0.7203440604597472,0.011612071491277107,142411,124589,0.533374531835206,0.5543401155743328,44536,0.5466874023666393,44568,0.5637360164046148,44264,0.5427156708213204,44492,0.5816769553808568,45364,0.5695825399825551,43776
2680,ucb,0.5602241717946532,0.12134605433110417,0.43141766642281065,0.7288368947946973,0.012384785528537749,142988,125012,0.5335373134328358,0.5519051184267321,44686,0.5477007445838771,44736,0.5632942535227378,44429,0.5526983952975543,44704,0.5874350314029075,45547,0.55831148753411,43898
2690,ucb,0.5602529386244216,0.11776575252233984,0.43243834567191713,0.7258027062597553,0.011481204807439504,143540,125460,0.5336059479553903,0.5548256703541203,44856,0.5564328656312206,44940,0.5671193280627271,44602,0.5491345002825984,44868,0.5779501014454773,45684,0.556055165970386,44050
2700,ucb,0.5595547915386514,0.11544918678400648,0.4302898982217306,0.7161168082994345,0.011043001339104314,144083,125917,0.5336407407407407,0.5539068698537956,44999,0.5650447410813746,45128,0.5629239512006895,44768,0.5522657398546458,45084,0.5714885474151463,45822,0.5516988998262571,44199
2710,ucb,0.560352440718658,0.11652115984957066,0.4321623613766712,0.7183554973613995,0.011425419218043978,144649,126351,0.533760147601476,0.5524169392344941,45146,0.5654280039463592,45287,0.566789506476253,44952,0.5685275538147423,45345,0.5633353879980411,45953,0.5456172528420578,44317
2720,ucb,0.5600380517226113,0.11816405361105549,0.4313313640919948,0.7236037605197538,0.01186913664131284,145217,126783,0.5338860294117647,0.5453358878507504,45295,0.56019996763274,45431,0.5662890437055723,45119,0.5827636740426235,45569,0.5618605127843117,46115,0.5437792243196704,44471
2730,ucb,0.561862911594579,0.11674726484864523,0.43628096176339076,0.7199255691726778,0.011461761858273654,145793,127207,0.534040293040293,0.5468400527842019,45456,0.5583909981517882,45601,0.5678780168714443,45277,0.5804392512979358,45748,0.5697084626486574,46296,0.5479206878134468,44622
2740,ucb,0.5612730443382311,0.11758032411578659,0.43525102931136106,0.7223652283034564,0.011792988210516503,146352,127648,0.5341313868613139,0.5505218130073777,45626,0.5556817180683824,45764,0.5573228142194186,45423,0.5823961728431034,45922,0.566634428864544,46451,0.5550813190265609,44814
2750,ucb,0.5614550810611875,0.1153810525433003,0.4376140064173486,0.7137818805635578,0.01105061492508104,146907,128093,0.5342072727272728,0.5515519121460103,45798,0.55348660787313,45921,0.564260037304466,45623,0.5835936079232116,46095,0.5622705327224893,46593,0.5535677883978187,44970
2760,ucb,0.5597607935393026,0.1178104502259945,0.43512633956408303,0.7175117674134147,0.011337042584821235,147453,128547,0.53425,0.5536185135858873,45985,0.5558558736276424,46124,0.56447722270778,45806,0.5718901193330126,46207,0.5610017180560066,46763,0.5517213139254864,45115
2770,ucb,0.5611683429988141,0.1216169501331473,0.4330656490469005,0.724363931021646,0.012113796147157827,148044,128956,0.5344548736462094,0.5628470146360673,46169,0.5607622474389623,46300,0.5690976790390487,46004,0.5581705108329751,46312,0.5598779211602424,46923,0.556254684885589,45292
2780,ucb,0.56196834086128,0.12152665598868168,0.4332608199033433,0.7280039579849692,0.012192636464564574,148615,129385,0.5345863309352518,0.5635293460909526,46333,0.554669679060223,46458,0.5798571100270867,46214,0.5502723668743411,46428,0.5634733492030921,47099,0.5600081939119845,45468
2790,ucb,0.562629295887218,0.12161142718726468,0.43734462896629217,0.7329930944313645,0.012364566301737314,149188,129812,0.5347240143369175,0.5649199091972578,46492,0.5643964429759263,46670,0.5807477488988243,46385,0.5442733816317347,46563,0.5587965731745527,47247,0.5626417194450118,45643
2800,ucb,0.5625946630183478,0.1223098932717135,0.43127371422834515,0.7305305716792176,0.012642354946794034,149754,130246,0.5348357142857143,0.56184839534741,46647,0.5747444381177622,46857,0.5705458746734383,46519,0.5493990583865499,46768,0.5587397394908322,47421,0.5602904720940939,45788
2810,ucb,0.56138642274442,0.12016863407955525,0.4326725235894176,0.7219113682882443,0.011743239040424713,150299,130701,0.5348718861209965,0.5581740681736619,46798,0.5702182367579973,47025,0.5579357441822554,46635,0.5566505782118556,46950,0.5707278616657784,47656,0.5546120474749714,45936
2820,ucb,0.5598564283987065,0.12097153736905963,0.4283530368729147,0.715975180495705,0.011845378111378774,150842,131158,0.5349007092198581,0.5537853864041502,46972,0.5662188040041474,47157,0.5580484323574826,46783,0.5512771769583155,47121,0.5760505035753176,47856,0.5537582670928262,46111
2830,ucb,0.560086353453341,0.12288665314272017,0.4291193345666955,0.7167723760667915,0.012379997006228462,151409,131591,0.5350141342756184,0.5610828884263891,47166,0.5586514673237813,47305,0.5490488720098747,46913,0.5550554932445919,47305,0.5752292504593053,48013,0.5614501492561037,46298
2840,ucb,0.5605256988476577,0.12259780421804305,0.43594798612361985,0.7216200863067315,0.012158181613934645,151975,132025,0.5351232394366198,0.5596280153201714,47318,0.5588584614979154,47481,0.54919137587807,47062,0.5647394293212681,47513,0.5714935422287795,48197,0.5592433688397418,46429
2850,ucb,0.5625267452630862,0.12167720437703466,0.4374830566144443,0.7241748115970299,0.011994409519877642,152556,132444,0.5352842105263158,0.57172182471792,47527,0.5592905155221176,47636,0.5467378915593145,47208,0.5650000934177899,47688,0.5837089472022557,48384,0.5487011991591197,46557
2860,ucb,0.562787118742887,0.12169623689281607,0.4315733655070863,0.7232318581287933,0.012378318949197649,153126,132874,0.5354055944055944,0.5738052569544559,47704,0.5576173265314021,47779,0.5495667237341634,47355,0.5774839931279054,47917,0.575155552009479,48514,0.5430938600999169,46731
2870,ucb,0.5619903011414232,0.12239864620626217,0.429492647374052,0.7263349534601186,0.012664960290923882,153686,133314,0.5354912891986062,0.5672174182617878,47862,0.5437268619354502,47920,0.5477420037641081,47505,0.580307037010231,48079,0.5736595178114043,48677,0.5592889680655584,46957
2880,ucb,0.5618330300333447,0.11736495089561944,0.43635504258741614,0.7198008504264599,0.011592188159592696,154232,133768,0.5355277777777778,0.5681697596595526,48048,0.5567390988220294,48125,0.548562255054433,47667,0.5734605147165796,48233,0.55760902783121,48777,0.5664575241162636,47150
2890,ucb,0.5616457769589768,0.11660106655570195,0.43576211254668673,0.7202163279645659,0.01135984534272787,154788,134212,0.535598615916955,0.5726174623409116,48244,0.5578339662276862,48296,0.5481134057222906,47826,0.573067215726246,48419,0.5538757935541839,48925,0.5643668181825425,47290
2900,ucb,0.5646500938629445,0.11763297414433235,0.4347355999274209,0.723929255522108,0.011774949191549946,155383,134617,0.535803448275862,0.579287476670751,48426,0.5618723687002535,48465,0.5503842206077679,47989,0.5822463190844398,48605,0.5524282047611466,49070,0.5616819733533078,47445
2910,ucb,0.5629538381929052,0.11775059305715699,0.43256994489943884,0.7310137530367821,0.011989626310679923,155932,135068,0.5358487972508591,0.5714037416282751,48582,0.5697806685976512,48644,0.5527072336204474,48154,0.5716839049449404,48770,0.5464812131205258,49231,0.5656662672455915,47619
2920,ucb,0.5615639267852629,0.117037238280949,0.43202492457091396,0.7224531069725232,0.011823836035535709,156481,135519,0.5358938356164383,0.5631670147745568,48747,0.5659152716095441,48784,0.5503537531434,48309,0.5716327293053785,48920,0.5583313746219499,49445,0.5599834172567478,47795
2930,ucb,0.5621805052849846,0.11627757194862624,0.4304786309994712,0.7190655604060554,0.011457037477374194,157038,135962,0.5359658703071672,0.5715568031296508,48955,0.5554780514876659,48910,0.5541432876660636,48470,0.5659141400138903,49046,0.560899604957565,49624,0.5650911444550717,47995
2940,ucb,0.5593352621016708,0.11612203131447306,0.4294608258375512,0.7169025203554749,0.011270250105563404,157567,136433,0.5359421768707483,0.5747717323378183,49151,0.5484218463662539,49079,0.5558663165306302,48651,0.5532364343222973,49146,0.5581876889704565,49792,0.5655275540825684,48181
2950,ucb,0.5596329010036336,0.11621057747462446,0.42714693394480413,0.7178498941669466,0.011297747467191317,158124,136876,0.5360135593220339,0.5708511490032641,49288,0.5622310098570472,49284,0.5604940538021619,48833,0.5402522633349555,49262,0.5541621938137928,49975,0.5698067362105799,48358
2960,ucb,0.5611414528971308,0.11704882886964468,0.4321148872390021,0.7169110866359941,0.011158789616304853,158693,137307,0.536125,0.5632735987462518,49428,0.5679556621020283,49456,0.5639254732651579,48998,0.5382014705508597,49400,0.5605599233703732,50162,0.5729325893481143,48556
2970,ucb,0.5568457245395088,0.12162554739154237,0.4287124400462712,0.7216922433914484,0.012282466822759287,159223,137777,0.5361043771043771,0.5546536992083669,49580,0.5604316430624138,49634,0.5491012344951358,49126,0.5398724103858453,49585,0.5614431358836874,50333,0.575572224201603,48742
2980,ucb,0.5549726544113499,0.12789977112079398,0.4238824617432259,0.7360850725317434,0.013761862127195833,159793,138207,0.5362181208053691,0.5559739696051852,49749,0.5615760809658472,49831,0.54427866933768,49257,0.5354155779623047,49744,0.5719837209364842,50537,0.5606079076605982,48882
